restaurant_id,restaurant_name,City,primary_cuisine,price_level,rating,num_reviews,ranking,popularity_score,avg_city_pressure,peak_city_pressure
d8574693,Estamine Art Food Drink,Lisbon,Bar,1.0,5.0,327.0,1.0,0.8594634467201074,71.93915752520559,97.65516301344215
d2719569,BA Wine Bar do Bairro Alto,Lisbon,Portuguese,1.0,4.5,1526.0,2.0,0.7408106967766086,71.93915752520559,97.65516301344215
d12351853,La Buvette da Mae d'Agua,Lisbon,French,1.0,5.0,177.0,3.0,0.6320332254305288,71.93915752520559,97.65516301344215
d8626284,Ha Tapas no Mercado!!!,Lisbon,European,1.0,5.0,423.0,4.0,0.6459011300631387,71.93915752520559,97.65516301344215
d8317381,O Vinhaca Tapas & Vinhos,Lisbon,Seafood,1.0,5.0,235.0,5.0,0.6046551282495941,71.93915752520559,97.65516301344215
d9976581,Restaurante Mili,Lisbon,Indian,1.0,4.5,813.0,6.0,0.6126070115437681,71.93915752520559,97.65516301344215
d10583082,Leo,Lisbon,Indian,1.0,4.5,363.0,7.0,0.5694157316977561,71.93915752520559,97.65516301344215
d4955432,Augusto Lisboa,Lisbon,European,1.0,4.5,706.0,8.0,0.5937915434760292,71.93915752520559,97.65516301344215
d4890768,Crisfama,Lisbon,Mediterranean,1.0,4.5,795.0,9.0,0.5949343242511302,71.93915752520559,97.65516301344215
d8074564,A Venda Lusitana,Lisbon,Mediterranean,1.0,4.5,548.0,10.0,0.5749609367835042,71.93915752520559,97.65516301344215
d2615468,Casa Nepalesa,Lisbon,Indian,1.0,4.5,1140.0,11.0,0.6049988766748402,71.93915752520559,97.65516301344215
d10392868,Sanskar Nepal,Lisbon,Indian,1.0,4.5,296.0,12.0,0.5424427219275462,71.93915752520559,97.65516301344215
d1721696,Come Prima Restaurante Italiano,Lisbon,Italian,1.0,4.5,1721.0,13.0,0.6192362711623953,71.93915752520559,97.65516301344215
d7285428,Salsa Rosa Bistro,Lisbon,Contemporary,1.0,4.5,948.0,14.0,0.5909007003051965,71.93915752520559,97.65516301344215
d6997204,Lisboete Restaurante,Lisbon,Mediterranean,4.0,4.5,418.0,15.0,0.5528550177799306,71.93915752520559,97.65516301344215
d7260478,Maruto Bar & Bistro,Lisbon,Bar,1.0,4.5,596.0,16.0,0.5674620661477323,71.93915752520559,97.65516301344215
d9608268,Il Covo,Lisbon,Italian,1.0,4.5,359.0,17.0,0.5437039520464346,71.93915752520559,97.65516301344215
d12678228,Restaurante Ti'Ascencao,Lisbon,Mediterranean,1.0,4.5,186.0,18.0,0.5133866883204363,71.93915752520559,97.65516301344215
d4115385,Santa Clara dos Cogumelos,Lisbon,Italian,1.0,4.5,421.0,19.0,0.5489629009591407,71.93915752520559,97.65516301344215
d945588,Clube de Jornalistas,Lisbon,Mediterranean,1.0,4.5,2110.0,20.0,0.6202795959925403,71.93915752520559,97.65516301344215
d2308921,Frade dos Mares,Lisbon,Seafood,1.0,4.5,2253.0,21.0,0.6225007990553596,71.93915752520559,97.65516301344215
d697284,Casa da Comida,Lisbon,Mediterranean,4.0,4.5,546.0,22.0,0.5584294330718471,71.93915752520559,97.65516301344215
d9553751,Lisbon Winery,Lisbon,Portuguese,1.0,4.5,445.0,23.0,0.5486936106318472,71.93915752520559,97.65516301344215
d3242757,Bistro Gato Pardo,Lisbon,Mediterranean,1.0,4.5,681.0,24.0,0.5671723656665236,71.93915752520559,97.65516301344215
d6852277,Mini Bar Teatro,Lisbon,European,4.0,4.5,1032.0,25.0,0.5852683134202482,71.93915752520559,97.65516301344215
d7792295,Taberna Sal Grosso,Lisbon,Mediterranean,1.0,4.5,1136.0,26.0,0.5891030841258457,71.93915752520559,97.65516301344215
d6825635,da Prata 52,Lisbon,Mediterranean,1.0,4.5,1842.0,27.0,0.6103087846212759,71.93915752520559,97.65516301344215
d12212925,IIIMPAR,Lisbon,Mediterranean,1.0,4.5,392.0,28.0,0.5406975609494415,71.93915752520559,97.65516301344215
d2285993,Restaurante India Gate,Lisbon,Indian,1.0,4.5,716.0,29.0,0.5672581331452479,71.93915752520559,97.65516301344215
d2337647,Cantinho Lusitano,Lisbon,Mediterranean,1.0,4.5,1232.0,30.0,0.5911946732136666,71.93915752520559,97.65516301344215
d9977670,Restaurante Alma,Lisbon,Mediterranean,4.0,4.5,466.0,31.0,0.5473874027494496,71.93915752520559,97.65516301344215
d10390211,Banca de Pau,Lisbon,Mediterranean,1.0,4.5,396.0,32.0,0.5398114784743301,71.93915752520559,97.65516301344215
d7201929,Cultura do Hamburguer,Lisbon,American,1.0,4.5,1751.0,33.0,0.60602007101399,71.93915752520559,97.65516301344215
d1520116,Floresta Das Escadinhas,Lisbon,Mediterranean,1.0,4.5,579.0,34.0,0.5562390136198477,71.93915752520559,97.65516301344215
d2628518,Belcanto,Lisbon,Portuguese,4.0,4.5,1664.0,35.0,0.603219217016964,71.93915752520559,97.65516301344215
d11934714,Organi Chiado,Lisbon,Mediterranean,1.0,4.5,383.0,36.0,0.5372783377796905,71.93915752520559,97.65516301344215
d6294193,Frangasqueira Nacional,Lisbon,Barbecue,1.0,4.5,625.0,37.0,0.5589417999441519,71.93915752520559,97.65516301344215
d8757206,Agulha No Palheiro,Lisbon,Mediterranean,1.0,4.5,210.0,38.0,0.5100206513514233,71.93915752520559,97.65516301344215
d1730728,Enoteca de Belem,Lisbon,Mediterranean,1.0,4.5,1173.0,39.0,0.586690196978881,71.93915752520559,97.65516301344215
d1792131,Wine Bar do Castelo,Lisbon,Portuguese,1.0,4.5,1298.0,40.0,0.5910295025048148,71.93915752520559,97.65516301344215
d10198402,Alto do Bairro,Lisbon,Fusion,1.0,4.5,384.0,41.0,0.5363782906182982,71.93915752520559,97.65516301344215
d4261980,Solar 31,Lisbon,European,1.0,4.5,1972.0,42.0,0.6093923074550748,71.93915752520559,97.65516301344215
d2285843,Cafe do Rio - Gourmet Burger,Lisbon,Portuguese,1.0,4.5,1336.0,43.0,0.5917975330148794,71.93915752520559,97.65516301344215
d10480656,Bairrices - Tapas,Lisbon,Mediterranean,1.0,4.5,246.0,44.0,0.515999431245171,71.93915752520559,97.65516301344215
d10293078,Restaurante Sucolento,Lisbon,Mediterranean,1.0,4.5,290.0,45.0,0.5231903614579053,71.93915752520559,97.65516301344215
d2165125,As Velhas,Lisbon,Mediterranean,1.0,4.5,782.0,46.0,0.5673779968027248,71.93915752520559,97.65516301344215
d7398366,Churrasqueira da Paz,Lisbon,Mediterranean,1.0,4.5,707.0,47.0,0.5627294544613842,71.93915752520559,97.65516301344215
d11766502,The B Temple,Lisbon,American,1.0,4.5,479.0,48.0,0.5451888264988481,71.93915752520559,97.65516301344215
d10383575,Os Bons Malandros,Lisbon,Mediterranean,1.0,4.5,335.0,49.0,0.5290861172251882,71.93915752520559,97.65516301344215
d12456015,Pesqueiro 25,Lisbon,Seafood,1.0,4.5,283.0,50.0,0.521432946053112,71.93915752520559,97.65516301344215
d3810944,Xapuri,Lisbon,Contemporary,1.0,4.5,1046.0,51.0,0.5797519583860165,71.93915752520559,97.65516301344215
d6909914,Lateral Cais Sodre,Lisbon,Mediterranean,1.0,4.5,484.0,52.0,0.545172067045055,71.93915752520559,97.65516301344215
d7239661,The CorkScrew Wine Bar,Lisbon,Mediterranean,1.0,4.5,726.0,53.0,0.563192778861908,71.93915752520559,97.65516301344215
d12189786,Gin Lovers & LESS,Lisbon,International,1.0,4.5,266.0,54.0,0.5182237533067252,71.93915752520559,97.65516301344215
d10314448,Petisqueira Conqvistador,Lisbon,Portuguese,1.0,4.5,294.0,55.0,0.5225893778553355,71.93915752520559,97.65516301344215
d7063650,Sommelier Lisbon,Lisbon,Steakhouse,4.0,4.5,987.0,56.0,0.5766287755891334,71.93915752520559,97.65516301344215
d10069273,Restaurante Momento,Lisbon,Seafood,1.0,4.5,642.0,57.0,0.5572961771597109,71.93915752520559,97.65516301344215
d12828246,La Vita e Bella,Lisbon,Italian,1.0,4.5,272.0,58.0,0.5188358611263726,71.93915752520559,97.65516301344215
d7998294,Tasca Mastai,Lisbon,Bar,1.0,5.0,198.0,59.0,0.5420873583199284,71.93915752520559,97.65516301344215
d4090325,Leitaria Camponeza,Lisbon,Mediterranean,1.0,4.5,1111.0,60.0,0.5815670677442609,71.93915752520559,97.65516301344215
d3929569,Lucimar,Lisbon,Portuguese,1.0,4.5,448.0,61.0,0.5408662413096008,71.93915752520559,97.65516301344215
d4953526,Tapa bucho,Lisbon,Mediterranean,1.0,4.5,682.0,62.0,0.559574638601099,71.93915752520559,97.65516301344215
d1788423,Sr. Fado de Alfama,Lisbon,Portuguese,1.0,4.5,1072.0,63.0,0.5797298625631881,71.93915752520559,97.65516301344215
d5484911,Taberna do Vilarinho,Lisbon,Mediterranean,1.0,4.5,495.0,64.0,0.5450945303011073,71.93915752520559,97.65516301344215
d2445482,Restaurante MOMA,Lisbon,Seafood,1.0,4.5,645.0,65.0,0.5568567126100907,71.93915752520559,97.65516301344215
d1878696,O Arco,Lisbon,Seafood,1.0,4.5,961.0,66.0,0.5746224239906786,71.93915752520559,97.65516301344215
d7591161,A Cevicheria,Lisbon,Contemporary,1.0,4.5,1414.0,67.0,0.5918373213281239,71.93915752520559,97.65516301344215
d9857398,Lisboa Tu & Eu,Lisbon,Portuguese,1.0,4.5,1074.0,68.0,0.5794630343168139,71.93915752520559,97.65516301344215
d1875055,Feitoria Restaurant & Wine Bar,Lisbon,European,4.0,4.5,560.0,69.0,0.5502703088407097,71.93915752520559,97.65516301344215
d3614243,Canto da Vila,Lisbon,Mediterranean,1.0,4.5,1103.0,70.0,0.5805292019248285,71.93915752520559,97.65516301344215
d10450129,Ao 26 Vegan Food Project,Lisbon,European,1.0,4.5,257.0,71.0,0.5153574176370164,71.93915752520559,97.65516301344215
d12509114,Duque Restaurante - Lisboa,Lisbon,Mediterranean,1.0,4.5,202.0,72.0,0.5045603855138828,71.93915752520559,97.65516301344215
d2518698,Floresta do Salitre,Lisbon,Seafood,1.0,4.5,644.0,73.0,0.5562813943440936,71.93915752520559,97.65516301344215
d8710657,Hamburgaria a Gina,Lisbon,American,1.0,4.5,235.0,74.0,0.5111941268822419,71.93915752520559,97.65516301344215
d1184730,Volver de Carne Y Alma,Lisbon,Portuguese,4.0,4.5,470.0,75.0,0.5420904538508301,71.93915752520559,97.65516301344215
d1783724,Restaurante Forninho Saloio,Lisbon,Mediterranean,1.0,4.5,652.0,76.0,0.5566712360145285,71.93915752520559,97.65516301344215
d1124639,Restaurante Sacramento,Lisbon,Mediterranean,1.0,4.5,3874.0,77.0,0.6363768457810143,71.93915752520559,97.65516301344215
d2520827,Os Jeronimos,Lisbon,Seafood,1.0,4.5,1312.0,78.0,0.5878548050769384,71.93915752520559,97.65516301344215
d7247085,Taberna Anti-Dantas,Lisbon,Mediterranean,1.0,4.5,495.0,79.0,0.5442042591421777,71.93915752520559,97.65516301344215
d3844606,Restaurante Vegetariano Psi,Lisbon,Indian,1.0,4.5,500.0,80.0,0.5446060197705078,71.93915752520559,97.65516301344215
d804190,rosa da rua,Lisbon,Mediterranean,1.0,4.5,794.0,81.0,0.565240418097316,71.93915752520559,97.65516301344215
d2663404,Rodas Restaurant,Lisbon,Mediterranean,1.0,4.5,369.0,82.0,0.5309388388177552,71.93915752520559,97.65516301344215
d1544131,As Salgadeiras Restaurante,Lisbon,Mediterranean,4.0,4.5,1214.0,83.0,0.5841487386115085,71.93915752520559,97.65516301344215
d3849840,Oficina do Duque,Lisbon,Mediterranean,1.0,4.5,911.0,84.0,0.5712575457082923,71.93915752520559,97.65516301344215
d12032626,Sr. Lisboa,Lisbon,Mediterranean,1.0,4.5,322.0,85.0,0.5247250592768976,71.93915752520559,97.65516301344215
d12274149,JNcQUOI,Lisbon,International,4.0,4.5,273.0,86.0,0.5173151288632097,71.93915752520559,97.65516301344215
d7714150,Forno d'Oro,Lisbon,Pizza,1.0,4.5,1217.0,87.0,0.5840929658065637,71.93915752520559,97.65516301344215
d2704113,Taberna Moderna,Lisbon,Mediterranean,1.0,4.5,670.0,88.0,0.5573507172332509,71.93915752520559,97.65516301344215
d3802502,Quermesse Restaurante,Lisbon,Mediterranean,1.0,4.5,1622.0,89.0,0.5968728679625399,71.93915752520559,97.65516301344215
d3649231,O Chiado,Lisbon,Portuguese,1.0,4.5,1053.0,90.0,0.5775007053225867,71.93915752520559,97.65516301344215
d3416924,The Old Pharmacy,Lisbon,European,1.0,4.5,681.0,91.0,0.5579665922956534,71.93915752520559,97.65516301344215
d2092318,Restaurant D'Bacalhau,Lisbon,Seafood,1.0,4.5,1940.0,92.0,0.6047768884841617,71.93915752520559,97.65516301344215
d1544365,Gandhi Palace,Lisbon,Indian,1.0,4.5,445.0,93.0,0.5388732968226418,71.93915752520559,97.65516301344215
d1896374,Claras em Castelo,Lisbon,Mediterranean,1.0,4.5,1231.0,94.0,0.5843479903765849,71.93915752520559,97.65516301344215
d1915562,El Rei D'frango,Lisbon,European,1.0,4.5,415.0,95.0,0.5356865414863771,71.93915752520559,97.65516301344215
d10036378,Bread4You Bistro,Lisbon,Italian,1.0,4.5,1035.0,96.0,0.5765208112059355,71.93915752520559,97.65516301344215
d10310185,Restaurante Comptoir Parisien,Lisbon,French,1.0,4.5,558.0,97.0,0.5488549675356227,71.93915752520559,97.65516301344215
d1774265,Restaurante Laurentina o Rei do Bacalhau,Lisbon,Mediterranean,1.0,4.5,3404.0,98.0,0.6297504880356004,71.93915752520559,97.65516301344215
d1874195,Alpendre,Lisbon,Seafood,1.0,4.5,1038.0,99.0,0.5765555992843167,71.93915752520559,97.65516301344215
d1888288,Farol de Santa Luzia,Lisbon,Seafood,1.0,4.5,728.0,100.0,0.560654732435068,71.93915752520559,97.65516301344215
d6882415,Cafe Pit,Lisbon,Portuguese,1.0,4.5,624.0,101.0,0.5537310010716763,71.93915752520559,97.65516301344215
d6403801,Ground Burger,Lisbon,American,1.0,4.5,591.0,102.0,0.5512722912055793,71.93915752520559,97.65516301344215
d3258536,Chao De Pedra,Lisbon,Mediterranean,1.0,4.5,608.0,103.0,0.5525117789154846,71.93915752520559,97.65516301344215
d940477,Cafe de Sao Bento,Lisbon,Gastropub,1.0,4.5,999.0,104.0,0.5746963019180144,71.93915752520559,97.65516301344215
d6879105,Atalho Real,Lisbon,Steakhouse,1.0,4.5,1011.0,105.0,0.575203091087891,71.93915752520559,97.65516301344215
d9726142,Mar Ao Carmo,Lisbon,Seafood,1.0,4.5,477.0,106.0,0.5415810840588318,71.93915752520559,97.65516301344215
d1516657,Madragoa Cafe,Lisbon,Seafood,1.0,4.5,1114.0,107.0,0.5794908860387399,71.93915752520559,97.65516301344215
d3346954,Cruzes Credo,Lisbon,Bar,1.0,4.5,889.0,108.0,0.5693699992412757,71.93915752520559,97.65516301344215
d10846806,Ola Nepal,Lisbon,Indian,1.0,4.5,196.0,109.0,0.5018018601895,71.93915752520559,97.65516301344215
d6404680,Stanislav Avenida,Lisbon,European,1.0,4.5,510.0,110.0,0.5444682047358876,71.93915752520559,97.65516301344215
d7620398,By The Wine,Lisbon,European,1.0,4.5,707.0,111.0,0.5590481880542401,71.93915752520559,97.65516301344215
d2703366,Cervejaria Ramiro,Lisbon,Portuguese,1.0,4.5,7560.0,112.0,0.6650985602798709,71.93915752520559,97.65516301344215
d8280300,Fabrica Lisboa,Lisbon,Cafe,1.0,4.5,657.0,113.0,0.5557200288664884,71.93915752520559,97.65516301344215
d8037046,Em Alta Na Baixa,Lisbon,International,1.0,4.5,801.0,114.0,0.5645606475320994,71.93915752520559,97.65516301344215
d1974738,Restaurante Ti Natercia,Lisbon,Seafood,1.0,4.5,749.0,115.0,0.5615353076344536,71.93915752520559,97.65516301344215
d1911498,A Tasquinha do Lagarto,Lisbon,Mediterranean,1.0,4.5,410.0,116.0,0.534573108828942,71.93915752520559,97.65516301344215
d1049991,Jardim dos Sentidos,Lisbon,European,1.0,4.5,542.0,117.0,0.5470254640972877,71.93915752520559,97.65516301344215
d3581121,Meson Andaluz,Lisbon,Mediterranean,1.0,4.5,998.0,118.0,0.5743091558779388,71.93915752520559,97.65516301344215
d6498884,Maria Catita Restaurante,Lisbon,Seafood,1.0,4.5,1539.0,119.0,0.5936717116785863,71.93915752520559,97.65516301344215
d1370032,Sessenta,Lisbon,European,1.0,4.5,995.0,120.0,0.5741320676496514,71.93915752520559,97.65516301344215
d7995707,Frankie,Lisbon,American,1.0,4.5,353.0,121.0,0.5277793758457416,71.93915752520559,97.65516301344215
d7255567,Cervejaria do Bairro,Lisbon,Seafood,1.0,4.5,583.0,122.0,0.5501806174497808,71.93915752520559,97.65516301344215
d10769801,Time Out Market,Lisbon,Japanese,1.0,4.5,4454.0,123.0,0.6411666103633349,71.93915752520559,97.65516301344215
d1601146,Simplesmente Pizza Bar,Lisbon,Italian,1.0,4.5,256.0,124.0,0.513376996167239,71.93915752520559,97.65516301344215
d2620682,O Trigueirinho,Lisbon,Mediterranean,1.0,4.5,344.0,125.0,0.5265465863920092,71.93915752520559,97.65516301344215
d10285759,Restaurante Figus,Lisbon,International,1.0,4.5,599.0,126.0,0.5513131203848517,71.93915752520559,97.65516301344215
d1910972,Grapes & Bites,Lisbon,Mediterranean,1.0,4.5,1535.0,127.0,0.5933963787810294,71.93915752520559,97.65516301344215
d792971,Flor da Laranja,Lisbon,Moroccan,1.0,4.5,391.0,128.0,0.5322106604349328,71.93915752520559,97.65516301344215
d5977415,Ze dos Cornos,Lisbon,Barbecue,1.0,4.5,461.0,129.0,0.539551460849315,71.93915752520559,97.65516301344215
d10687650,Paladarium,Lisbon,Mediterranean,1.0,4.5,170.0,130.0,0.49501769258534273,71.93915752520559,97.65516301344215
d7110309,Alfama Cellar,Lisbon,Mediterranean,1.0,4.5,512.0,131.0,0.5442058480538262,71.93915752520559,97.65516301344215
d1813590,Jardim das Cerejas,Lisbon,European,1.0,4.5,575.0,132.0,0.5493764887109802,71.93915752520559,97.65516301344215
d10041949,Butchers,Lisbon,Steakhouse,1.0,4.5,356.0,133.0,0.5279335846226094,71.93915752520559,97.65516301344215
d2317379,O Eurico - Casa de Pasto,Lisbon,Mediterranean,1.0,4.5,1345.0,134.0,0.5873588063789814,71.93915752520559,97.65516301344215
d6922596,Brunch Cafe,Lisbon,Cafe,1.0,4.5,500.0,135.0,0.5430778308576983,71.93915752520559,97.65516301344215
d7345544,Coimbra Taberna,Lisbon,Mediterranean,1.0,4.5,626.0,136.0,0.5531094767426291,71.93915752520559,97.65516301344215
d6602069,Marisqueira M,Lisbon,Seafood,1.0,4.5,1001.0,137.0,0.5740907691673235,71.93915752520559,97.65516301344215
d4086759,Le Petit Cafe,Lisbon,Mediterranean,1.0,4.5,787.0,138.0,0.5633141004891763,71.93915752520559,97.65516301344215
d7002452,Focaccia in Giro,Lisbon,Mediterranean,1.0,4.5,165.0,139.0,0.49353908464910834,71.93915752520559,97.65516301344215
d6550873,Luzzo Pizzaria,Lisbon,Italian,1.0,4.5,533.0,140.0,0.5458555247545651,71.93915752520559,97.65516301344215
d711199,Restaurante A Casa do Bacalhau,Lisbon,Mediterranean,1.0,4.5,494.0,141.0,0.5424436093954996,71.93915752520559,97.65516301344215
d2619780,Dom Feijao,Lisbon,Mediterranean,1.0,4.5,421.0,142.0,0.535282422815222,71.93915752520559,97.65516301344215
d3847493,Restaurante Carmo,Lisbon,Mediterranean,1.0,4.5,1738.0,143.0,0.5986916043562698,71.93915752520559,97.65516301344215
d2295102,Italy Caffe Ristorante,Lisbon,Italian,1.0,4.5,853.0,144.0,0.5668260169198824,71.93915752520559,97.65516301344215
d4885146,O Talho,Lisbon,European,1.0,4.5,866.0,145.0,0.5674883081475718,71.93915752520559,97.65516301344215
d1881446,Ibo,Lisbon,Seafood,1.0,4.5,669.0,146.0,0.5559292569375973,71.93915752520559,97.65516301344215
d3873228,Terras Gerais Bistro,Lisbon,Brazilian,1.0,4.5,327.0,147.0,0.523924080273852,71.93915752520559,97.65516301344215
d12396845,Il Mercato Pateo Bagatela,Lisbon,Italian,1.0,4.5,441.0,148.0,0.5372706873158338,71.93915752520559,97.65516301344215
d697214,Atira-te ao Rio,Lisbon,Seafood,1.0,4.5,650.0,149.0,0.5545993802116893,71.93915752520559,97.65516301344215
d13340325,Oficio,Lisbon,European,1.0,5.0,98.0,150.0,0.507730756295652,71.93915752520559,97.65516301344215
d2324445,Pao Pao Queijo Queijo,Lisbon,Fast Food,1.0,4.5,731.0,151.0,0.5598251535015202,71.93915752520559,97.65516301344215
d1846455,Stasha Restaurante,Lisbon,Mediterranean,1.0,4.5,622.0,152.0,0.552590565358731,71.93915752520559,97.65516301344215
d3853567,Restaurante Cerqueira,Lisbon,Mediterranean,1.0,4.5,704.0,153.0,0.5581158827704263,71.93915752520559,97.65516301344215
d1792129,Carvoaria,Lisbon,Steakhouse,1.0,4.5,572.0,154.0,0.548817840220651,71.93915752520559,97.65516301344215
d5037454,To.B To Burger or not to Burger,Lisbon,American,1.0,4.0,524.0,155.0,0.507386790759102,71.93915752520559,97.65516301344215
d4096422,Lateral Bistro,Lisbon,Mediterranean,1.0,4.5,527.0,156.0,0.5451295892977106,71.93915752520559,97.65516301344215
d3842807,O Prado,Lisbon,Mediterranean,1.0,4.5,377.0,157.0,0.5301487505376953,71.93915752520559,97.65516301344215
d1058428,Solar dos Presuntos,Lisbon,Seafood,4.0,4.5,4720.0,158.0,0.6432236508419054,71.93915752520559,97.65516301344215
d3205522,Restaurante People,Lisbon,Mediterranean,1.0,4.5,239.0,159.0,0.5097790565437881,71.93915752520559,97.65516301344215
d7624534,Porto Alfama,Lisbon,Mediterranean,1.0,4.5,207.0,160.0,0.5033579132740479,71.93915752520559,97.65516301344215
d1633357,O Faia,Lisbon,European,4.0,4.0,1014.0,161.0,0.5368416122192804,71.93915752520559,97.65516301344215
d12316585,Boa-Bao,Lisbon,Filipino,1.0,4.5,331.0,162.0,0.5242779688997092,71.93915752520559,97.65516301344215
d7916133,Restaurante Bistro4,Lisbon,Mediterranean,1.0,4.5,346.0,163.0,0.5262458234564416,71.93915752520559,97.65516301344215
d3384492,Taberna da Rua das Flores,Lisbon,Mediterranean,1.0,4.5,1135.0,164.0,0.5793518684546857,71.93915752520559,97.65516301344215
d3706486,Sapore,Lisbon,Italian,1.0,4.5,424.0,165.0,0.5353051282992437,71.93915752520559,97.65516301344215
d3785803,A Merendinha do Arco Bandeira,Lisbon,Mediterranean,1.0,4.5,281.0,166.0,0.5169225151183373,71.93915752520559,97.65516301344215
d2072513,Sea Me - Peixaria Moderna,Lisbon,International,1.0,4.0,2535.0,167.0,0.577787934181974,71.93915752520559,97.65516301344215
d10458163,Pizzeria Dama e Vagabundo,Lisbon,Italian,1.0,4.0,344.0,168.0,0.4884321353694043,71.93915752520559,97.65516301344215
d7312425,Pistola y Corazon,Lisbon,Mexican,1.0,4.5,424.0,169.0,0.5352620828293538,71.93915752520559,97.65516301344215
d7991979,BacoAlto,Lisbon,Portuguese,1.0,5.0,114.0,170.0,0.514205345131672,71.93915752520559,97.65516301344215
d697301,Restaurante Gambrinus,Lisbon,Seafood,4.0,4.0,856.0,171.0,0.5291540438240278,71.93915752520559,97.65516301344215
d1776025,Adega das Gravatas,Lisbon,Mediterranean,1.0,4.0,673.0,172.0,0.5183851670190422,71.93915752520559,97.65516301344215
d7076777,Maria Mil Reis,Lisbon,Mediterranean,1.0,4.5,349.0,173.0,0.5265249688009619,71.93915752520559,97.65516301344215
d1205235,Lisboa a Noite,Lisbon,Seafood,4.0,4.5,1169.0,174.0,0.5805675574199332,71.93915752520559,97.65516301344215
d5977487,Maca Verde,Lisbon,Seafood,1.0,4.5,143.0,175.0,0.4867271203920693,71.93915752520559,97.65516301344215
d4745119,Bebedouro-Wine and food,Lisbon,Mediterranean,1.0,4.5,501.0,176.0,0.5426493249343345,71.93915752520559,97.65516301344215
d3646976,Descobre,Lisbon,Mediterranean,1.0,4.5,636.0,177.0,0.5533070740719489,71.93915752520559,97.65516301344215
d1481137,Leao d'Ouro,Lisbon,Seafood,1.0,4.0,1104.0,178.0,0.5404687325426035,71.93915752520559,97.65516301344215
d2343231,Cantinho do Avillez,Lisbon,Portuguese,1.0,4.0,1849.0,179.0,0.5635409055377439,71.93915752520559,97.65516301344215
d7075483,Restaurante Bastardo,Lisbon,Mediterranean,1.0,4.0,709.0,180.0,0.5206382175225852,71.93915752520559,97.65516301344215
d1791439,A Parte,Lisbon,Mediterranean,1.0,4.0,537.0,181.0,0.5082042435775893,71.93915752520559,97.65516301344215
d1209299,Sabor Mineiro,Lisbon,Steakhouse,1.0,4.0,836.0,182.0,0.5279903396769383,71.93915752520559,97.65516301344215
d1852620,Restaurante Cabacas,Lisbon,Steakhouse,1.0,4.0,825.0,183.0,0.5273888025191376,71.93915752520559,97.65516301344215
d1047942,Hard Rock Cafe Lisboa,Lisbon,American,1.0,4.0,3610.0,184.0,0.5934502119408971,71.93915752520559,97.65516301344215
d2615363,Bella Lisa Elevador,Lisbon,Portuguese,1.0,4.0,821.0,185.0,0.5271536522178704,71.93915752520559,97.65516301344215
d12296420,Peixaria do Rossio,Lisbon,Seafood,1.0,4.0,406.0,186.0,0.4956615052440237,71.93915752520559,97.65516301344215
d10065370,O Corvo,Lisbon,Cafe,1.0,4.5,132.0,187.0,0.48305796018038955,71.93915752520559,97.65516301344215
d9704215,Zero Zero Pizzeria,Lisbon,Italian,1.0,4.0,549.0,188.0,0.5091305464097882,71.93915752520559,97.65516301344215
d2096417,Santa Rita,Lisbon,Seafood,1.0,4.0,655.0,189.0,0.5170158317309183,71.93915752520559,97.65516301344215
d10733351,Taberna Bairro do Avillez,Lisbon,Seafood,1.0,4.0,1301.0,190.0,0.5477101760812114,71.93915752520559,97.65516301344215
d2619476,Estrela da Bica,Lisbon,Fusion,1.0,4.5,387.0,191.0,0.5309780043555145,71.93915752520559,97.65516301344215
d3485189,Populi Caffe & Restaurant,Lisbon,Contemporary,1.0,4.0,1179.0,192.0,0.5432870615059815,71.93915752520559,97.65516301344215
d8630662,O Recanto,Lisbon,Mediterranean,1.0,4.5,163.0,193.0,0.4923921489555975,71.93915752520559,97.65516301344215
d3209150,Povo,Lisbon,Bar,1.0,4.0,600.0,194.0,0.5130529214122087,71.93915752520559,97.65516301344215
d7615300,Bistro 100 Maneiras,Lisbon,Mediterranean,4.0,4.0,847.0,195.0,0.5284652108593267,71.93915752520559,97.65516301344215
d3853405,Velha Gaiteira,Lisbon,Mediterranean,1.0,4.5,262.0,196.0,0.5135216532260515,71.93915752520559,97.65516301344215
d3294084,Super Mario,Lisbon,Brazilian,1.0,4.5,272.0,197.0,0.5151853078493018,71.93915752520559,97.65516301344215
d7953786,IL Mulino Lisboa,Lisbon,Italian,1.0,4.0,407.0,198.0,0.4956736390072098,71.93915752520559,97.65516301344215
d1572079,100 Maneiras,Lisbon,Mediterranean,4.0,4.5,1894.0,199.0,0.6019488438788315,71.93915752520559,97.65516301344215
d1603297,La Paparrucha,Lisbon,Steakhouse,1.0,4.0,1197.0,200.0,0.5439026085183031,71.93915752520559,97.65516301344215
d6957522,Tasca Kome,Lisbon,Japanese,1.0,4.5,311.0,201.0,0.5211357356050423,71.93915752520559,97.65516301344215
d1571546,Limoncello,Lisbon,Italian,1.0,4.5,695.0,202.0,0.5570646631660612,71.93915752520559,97.65516301344215
d1024469,Locanda Italiana,Lisbon,European,1.0,4.0,876.0,203.0,0.5299106573323713,71.93915752520559,97.65516301344215
d4084316,Pizzaria Lisboa,Lisbon,Italian,1.0,4.0,598.0,204.0,0.5128278005986086,71.93915752520559,97.65516301344215
d6029253,Fumeiro de Santa Catarina,Lisbon,Mediterranean,1.0,4.5,305.0,205.0,0.5202368879041628,71.93915752520559,97.65516301344215
